tokenId,plotId,color,level,grade,grade type,grade value,age,owner
73538,1266,2,2,68035445,4,926581,475201,0x557d9c665c4DC7BE280791869b68B15b41f72825
73539,1266,2,1,17176928,1,399712,0,0x557d9c665c4DC7BE280791869b68B15b41f72825
73540,1267,2,1,67232739,4,123875,475051,0xF50e790c7061eb704cDA1Dc10b3Ce5AB66dF8499
73541,1267,9,2,16841549,1,64333,0,0xF50e790c7061eb704cDA1Dc10b3Ce5AB66dF8499
73542,1267,10,1,17720786,1,943570,0,0xF50e790c7061eb704cDA1Dc10b3Ce5AB66dF8499
73543,1268,10,2,33767774,2,213342,0,0x5977F1F284FD3bD05c2aD8680b100f9fa94952f5
73544,1268,2,1,67875046,4,766182,474789,0x5977F1F284FD3bD05c2aD8680b100f9fa94952f5
73545,1268,10,1,33818291,2,263859,0,0x5977F1F284FD3bD05c2aD8680b100f9fa94952f5
73546,1269,10,2,67645232,4,536368,474786,0x6841ccC222018bA65432d1f753676562d6c12F10
73547,1269,9,2,17712850,1,935634,0,0x6841ccC222018bA65432d1f753676562d6c12F10
73548,1269,10,1,17746576,1,969360,0,0x6841ccC222018bA65432d1f753676562d6c12F10
73549,1270,9,2,67337592,4,228728,474767,0x6841ccC222018bA65432d1f753676562d6c12F10
73550,1270,1,2,17452534,1,675318,0,0x6841ccC222018bA65432d1f753676562d6c12F10
73551,1270,10,1,33865476,2,311044,0,0x6841ccC222018bA65432d1f753676562d6c12F10
73552,1271,9,1,33647838,2,93406,0,0xF50e790c7061eb704cDA1Dc10b3Ce5AB66dF8499
73553,1271,1,2,67695920,4,587056,474764,0xF50e790c7061eb704cDA1Dc10b3Ce5AB66dF8499
73554,1271,9,1,33640391,2,85959,0,0xF50e790c7061eb704cDA1Dc10b3Ce5AB66dF8499
73555,1272,1,2,33826625,2,272193,0,0x3d41bD2623c454CcF12cB1a943b3a2fE1A7a3f86
73556,1272,10,1,67845219,4,736355,474751,0xF2c74f54Bda3a08A65fC83cd3bCC6dF0d1d7F046
73557,1272,1,1,17513933,1,736717,0,0x6dB718b7D99e4EBA06d60101107bdF50B5ec8fF7
73558,1273,10,2,33940556,2,386124,0,0x778F7434956b899303708fA3c5Fad85bf9D93e06
73559,1273,2,3,67137540,4,28676,474442,0x778F7434956b899303708fA3c5Fad85bf9D93e06
73560,1273,10,1,33991070,2,436638,0,0x778F7434956b899303708fA3c5Fad85bf9D93e06
73561,1274,9,1,33981934,2,427502,0,0x778F7434956b899303708fA3c5Fad85bf9D93e06
73562,1274,9,2,67397248,4,288384,474442,0x778F7434956b899303708fA3c5Fad85bf9D93e06
73563,1274,2,1,17287956,1,510740,0,0x778F7434956b899303708fA3c5Fad85bf9D93e06
73564,1275,2,2,33617397,2,62965,0,0x778F7434956b899303708fA3c5Fad85bf9D93e06
73565,1275,1,1,17761842,1,984626,0,0x778F7434956b899303708fA3c5Fad85bf9D93e06
73566,1275,2,4,84079864,5,193784,474442,0x778F7434956b899303708fA3c5Fad85bf9D93e06
73567,1276,2,2,17091661,1,314445,0,0x11A4770C7990B4c9adD7b6787E1c5F39387f8EAd
73568,1276,2,1,67250140,4,141276,474442,0x778F7434956b899303708fA3c5Fad85bf9D93e06
73569,1276,2,1,33719006,2,164574,0,0x778F7434956b899303708fA3c5Fad85bf9D93e06
73570,1277,1,2,51015359,3,683711,0,0x778F7434956b899303708fA3c5Fad85bf9D93e06
73571,1277,2,1,67176065,4,67201,474442,0x778F7434956b899303708fA3c5Fad85bf9D93e06
73572,1277,9,1,16866913,1,89697,0,0x778F7434956b899303708fA3c5Fad85bf9D93e06
73573,1277,10,1,17389053,1,611837,0,0x778F7434956b899303708fA3c5Fad85bf9D93e06
73574,1278,9,2,67117033,4,8169,474442,0x778F7434956b899303708fA3c5Fad85bf9D93e06
73575,1278,2,1,50409481,3,77833,0,0x778F7434956b899303708fA3c5Fad85bf9D93e06
73576,1278,1,1,16861862,1,84646,0,0x778F7434956b899303708fA3c5Fad85bf9D93e06
73577,1279,2,1,68048269,4,939405,474442,0x778F7434956b899303708fA3c5Fad85bf9D93e06
73578,1279,2,2,17119554,1,342338,0,0x778F7434956b899303708fA3c5Fad85bf9D93e06
73579,1279,2,1,33620977,2,66545,0,0x778F7434956b899303708fA3c5Fad85bf9D93e06
73580,1280,10,2,17279991,1,502775,0,0x778F7434956b899303708fA3c5Fad85bf9D93e06
73581,1280,2,1,67278523,4,169659,474442,0x778F7434956b899303708fA3c5Fad85bf9D93e06
73582,1280,9,1,33863379,2,308947,0,0x778F7434956b899303708fA3c5Fad85bf9D93e06
73583,1281,2,2,17520916,1,743700,0,0x778F7434956b899303708fA3c5Fad85bf9D93e06
73584,1281,9,1,33713769,2,159337,0,0x778F7434956b899303708fA3c5Fad85bf9D93e06
73585,1281,9,1,67956905,4,848041,474442,0x778F7434956b899303708fA3c5Fad85bf9D93e06
73586,1282,1,1,34392054,2,837622,0,0x778F7434956b899303708fA3c5Fad85bf9D93e06
73587,1282,2,2,67697352,4,588488,474442,0x778F7434956b899303708fA3c5Fad85bf9D93e06
73588,1282,10,1,17129625,1,352409,0,0x778F7434956b899303708fA3c5Fad85bf9D93e06
73589,1283,9,2,50825819,3,494171,0,0x778F7434956b899303708fA3c5Fad85bf9D93e06
73590,1283,10,1,67160166,4,51302,474442,0x778F7434956b899303708fA3c5Fad85bf9D93e06
73591,1283,10,1,34394257,2,839825,0,0x778F7434956b899303708fA3c5Fad85bf9D93e06
73592,1284,9,2,67907834,4,798970,473065,0xfBf13497056F33300Ad82511c6A1349dd3d2Ae26
73593,1284,1,1,17043401,1,266185,0,0xfBf13497056F33300Ad82511c6A1349dd3d2Ae26
73594,1284,1,1,34492561,2,938129,0,0xfBf13497056F33300Ad82511c6A1349dd3d2Ae26
73595,1285,9,2,67407821,4,298957,473065,0xfBf13497056F33300Ad82511c6A1349dd3d2Ae26
73596,1285,2,1,34201023,2,646591,0,0xfBf13497056F33300Ad82511c6A1349dd3d2Ae26
73597,1285,9,1,34247515,2,693083,0,0xfBf13497056F33300Ad82511c6A1349dd3d2Ae26
73598,1286,9,1,33785690,2,231258,0,0xfBf13497056F33300Ad82511c6A1349dd3d2Ae26
73599,1286,1,2,67233026,4,124162,473065,0xfBf13497056F33300Ad82511c6A1349dd3d2Ae26
73600,1286,9,1,17488439,1,711223,0,0xfBf13497056F33300Ad82511c6A1349dd3d2Ae26
73601,1287,2,2,67560739,4,451875,473065,0xfBf13497056F33300Ad82511c6A1349dd3d2Ae26
73602,1287,2,1,34477331,2,922899,0,0xfBf13497056F33300Ad82511c6A1349dd3d2Ae26
73603,1287,2,1,16984114,1,206898,0,0xfBf13497056F33300Ad82511c6A1349dd3d2Ae26
73604,1288,1,1,17682500,1,905284,0,0xfBf13497056F33300Ad82511c6A1349dd3d2Ae26
73605,1288,1,2,67338649,4,229785,473065,0xfBf13497056F33300Ad82511c6A1349dd3d2Ae26
73606,1288,9,2,16816720,1,39504,0,0xfBf13497056F33300Ad82511c6A1349dd3d2Ae26
73607,1288,2,1,16876494,1,99278,0,0xfBf13497056F33300Ad82511c6A1349dd3d2Ae26
73608,1289,1,1,17687662,1,910446,0,0x2845a83D2A6cb264A5E35103EF10472746f43c4d
73609,1289,9,2,67794847,4,685983,473051,0x2845a83D2A6cb264A5E35103EF10472746f43c4d
73610,1289,1,1,16987901,1,210685,0,0x2845a83D2A6cb264A5E35103EF10472746f43c4d
73611,1290,10,1,17492661,1,715445,0,0x2845a83D2A6cb264A5E35103EF10472746f43c4d
73612,1290,10,2,67152252,4,43388,473051,0x2845a83D2A6cb264A5E35103EF10472746f43c4d
73613,1290,2,1,17664595,1,887379,0,0x2845a83D2A6cb264A5E35103EF10472746f43c4d
73614,1291,9,1,33912447,2,358015,0,0x5d9803ad4C3833d23EA7c124cD643D21c82BEB62
73615,1291,1,2,67560577,4,451713,472826,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
73616,1291,10,1,17019182,1,241966,0,0x2af3Eb7CAb5B35F046CcC3b81Ab484dFBE431aC3
73617,1292,2,2,34325123,2,770691,0,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
73618,1292,9,1,67498224,4,389360,472802,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
73619,1292,9,1,34155808,2,601376,0,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
73620,1293,1,1,67411505,4,302641,472061,0x2a2Ce75c33867a116C3Cf985e61b0632a2220c94
73621,1293,1,2,16911375,1,134159,0,0x2a2Ce75c33867a116C3Cf985e61b0632a2220c94
73622,1293,2,1,34415517,2,861085,0,0x2a2Ce75c33867a116C3Cf985e61b0632a2220c94
73623,1294,2,2,17585170,1,807954,0,0x2a2Ce75c33867a116C3Cf985e61b0632a2220c94
73624,1294,1,1,67568056,4,459192,472061,0x2a2Ce75c33867a116C3Cf985e61b0632a2220c94
73625,1294,1,1,34423481,2,869049,0,0x2a2Ce75c33867a116C3Cf985e61b0632a2220c94
73626,1295,2,1,67584281,4,475417,472061,0x2a2Ce75c33867a116C3Cf985e61b0632a2220c94
73627,1295,10,2,17726314,1,949098,0,0x2a2Ce75c33867a116C3Cf985e61b0632a2220c94
73628,1295,1,1,34290867,2,736435,0,0x2a2Ce75c33867a116C3Cf985e61b0632a2220c94
73629,1296,10,2,67398513,4,289649,472061,0x2a2Ce75c33867a116C3Cf985e61b0632a2220c94
73630,1296,2,1,17408773,1,631557,0,0x2a2Ce75c33867a116C3Cf985e61b0632a2220c94
73631,1296,1,1,33742004,2,187572,0,0x2a2Ce75c33867a116C3Cf985e61b0632a2220c94
73632,1297,9,1,33918039,2,363607,0,0x2a2Ce75c33867a116C3Cf985e61b0632a2220c94
73633,1297,1,4,67927562,4,818698,472061,0x2a2Ce75c33867a116C3Cf985e61b0632a2220c94
73634,1297,10,1,17204770,1,427554,0,0x2a2Ce75c33867a116C3Cf985e61b0632a2220c94
73635,1297,10,1,33611396,2,56964,0,0x2a2Ce75c33867a116C3Cf985e61b0632a2220c94
73636,1298,1,1,17239259,1,462043,0,0x2a2Ce75c33867a116C3Cf985e61b0632a2220c94
73637,1298,2,2,67655830,4,546966,472061,0x2a2Ce75c33867a116C3Cf985e61b0632a2220c94
73638,1298,9,1,33789197,2,234765,0,0x2a2Ce75c33867a116C3Cf985e61b0632a2220c94
73639,1299,9,1,17629139,1,851923,0,0x2a2Ce75c33867a116C3Cf985e61b0632a2220c94
73640,1299,9,3,67805366,4,696502,472061,0x2a2Ce75c33867a116C3Cf985e61b0632a2220c94
73641,1299,2,1,17719914,1,942698,0,0x2a2Ce75c33867a116C3Cf985e61b0632a2220c94
73642,1300,10,1,17678197,1,900981,0,0x2a2Ce75c33867a116C3Cf985e61b0632a2220c94
73643,1300,9,2,67455501,4,346637,472061,0x2a2Ce75c33867a116C3Cf985e61b0632a2220c94
73644,1300,9,1,34447960,2,893528,0,0x2a2Ce75c33867a116C3Cf985e61b0632a2220c94
73645,1301,1,2,50431926,3,100278,0,0x2a2Ce75c33867a116C3Cf985e61b0632a2220c94
73646,1301,1,1,67302564,4,193700,472061,0x2a2Ce75c33867a116C3Cf985e61b0632a2220c94
73647,1301,2,1,33874862,2,320430,0,0x2a2Ce75c33867a116C3Cf985e61b0632a2220c94
73648,1302,10,2,67214028,4,105164,472061,0x2a2Ce75c33867a116C3Cf985e61b0632a2220c94
73649,1302,9,1,17109241,1,332025,0,0x2a2Ce75c33867a116C3Cf985e61b0632a2220c94
73650,1302,2,1,17608862,1,831646,0,0x2a2Ce75c33867a116C3Cf985e61b0632a2220c94
73651,1303,2,1,33580465,2,26033,0,0x2a2Ce75c33867a116C3Cf985e61b0632a2220c94
73652,1303,1,2,67432044,4,323180,472061,0x2a2Ce75c33867a116C3Cf985e61b0632a2220c94
73653,1303,1,1,17629308,1,852092,0,0x2a2Ce75c33867a116C3Cf985e61b0632a2220c94
73654,1304,9,1,16862354,1,85138,0,0x630198F7a7bA302dCB3595a82F60930d83747EF7
73655,1304,10,4,67656049,4,547185,471749,0x630198F7a7bA302dCB3595a82F60930d83747EF7
73656,1304,2,1,33604572,2,50140,0,0x630198F7a7bA302dCB3595a82F60930d83747EF7
73657,1305,2,3,67559018,4,450154,471749,0x630198F7a7bA302dCB3595a82F60930d83747EF7
73658,1305,2,1,17015894,1,238678,0,0x630198F7a7bA302dCB3595a82F60930d83747EF7
73659,1305,1,1,17599513,1,822297,0,0x630198F7a7bA302dCB3595a82F60930d83747EF7
73660,1306,1,2,17504123,1,726907,0,0x2845a83D2A6cb264A5E35103EF10472746f43c4d
73661,1306,2,1,67646156,4,537292,471634,0x20CA0D6FE51d06946f5cC90F9F4f297D398dD6DB
73662,1306,2,1,33808629,2,254197,0,0x2845a83D2A6cb264A5E35103EF10472746f43c4d
73663,1307,2,2,34503325,2,948893,0,0x7a92881F55bF105ff5954A637A37F2F9A07Dc5a0
73664,1307,9,1,67301227,4,192363,471588,0x7a92881F55bF105ff5954A637A37F2F9A07Dc5a0
73665,1307,10,1,34219437,2,665005,0,0x7a92881F55bF105ff5954A637A37F2F9A07Dc5a0
73666,1308,2,1,33674459,2,120027,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73667,1308,9,2,68031667,4,922803,471422,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73668,1308,2,1,34400496,2,846064,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73669,1309,10,1,34118713,2,564281,0,0xDe67AdF51408aCCA6beE2aBE20dBffF2dDdfeD33
73670,1309,9,2,67995096,4,886232,471159,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
73671,1309,9,1,17430175,1,652959,0,0xDe67AdF51408aCCA6beE2aBE20dBffF2dDdfeD33
73672,1310,9,2,67802642,4,693778,471071,0x198d5BF898d7cb4531fD35C8a9B9853c915904Ea
73673,1310,2,1,17302994,1,525778,0,0x198d5BF898d7cb4531fD35C8a9B9853c915904Ea
73674,1310,1,1,34134323,2,579891,0,0x198d5BF898d7cb4531fD35C8a9B9853c915904Ea
73675,1311,2,2,67472558,4,363694,470806,0xA823648A8251B44b09873723A32831f2f206acD5
73676,1311,1,1,33868269,2,313837,0,0xA823648A8251B44b09873723A32831f2f206acD5
73677,1311,1,1,33672936,2,118504,0,0xA823648A8251B44b09873723A32831f2f206acD5
73678,1312,10,2,67819372,4,710508,470790,0x17D73B29C929cBE47a149626Cd8D7504DBF8eca6
73679,1312,9,1,17297903,1,520687,0,0x17D73B29C929cBE47a149626Cd8D7504DBF8eca6
73680,1312,1,1,50772557,3,440909,0,0x17D73B29C929cBE47a149626Cd8D7504DBF8eca6
73681,1313,1,2,34295728,2,741296,0,0xA823648A8251B44b09873723A32831f2f206acD5
73682,1313,10,1,67887169,4,778305,470788,0xA823648A8251B44b09873723A32831f2f206acD5
73683,1313,1,1,17483767,1,706551,0,0xA823648A8251B44b09873723A32831f2f206acD5
73684,1314,1,2,16863597,1,86381,0,0x24257f2FFb8B962ff7D48819617b095bea9EaE2A
73685,1314,10,1,67234094,4,125230,470732,0x24257f2FFb8B962ff7D48819617b095bea9EaE2A
73686,1314,10,1,34144714,2,590282,0,0x24257f2FFb8B962ff7D48819617b095bea9EaE2A
73687,1315,2,2,67717950,4,609086,470331,0x5937e6c4e4d30717fd57a05F438B68b3AE2785D9
73688,1315,9,1,17172389,1,395173,0,0x5937e6c4e4d30717fd57a05F438B68b3AE2785D9
73689,1315,1,1,34201870,2,647438,0,0x5937e6c4e4d30717fd57a05F438B68b3AE2785D9
73690,1316,1,1,67948918,4,840054,470187,0x2781B553CaE0f0502Ee4a6c38cB6459bADef17E8
73691,1316,1,2,17103740,1,326524,0,0x2781B553CaE0f0502Ee4a6c38cB6459bADef17E8
73692,1316,1,1,17107223,1,330007,0,0x2781B553CaE0f0502Ee4a6c38cB6459bADef17E8
73693,1317,2,1,33900377,2,345945,0,0x6649a68AE781b9F51D50DE2e9f609db2AFDaaE51
73694,1317,9,2,67164755,4,55891,469161,0x6649a68AE781b9F51D50DE2e9f609db2AFDaaE51
73695,1317,10,1,17728344,1,951128,0,0x6649a68AE781b9F51D50DE2e9f609db2AFDaaE51
73696,1318,9,1,51328335,3,996687,0,0x6649a68AE781b9F51D50DE2e9f609db2AFDaaE51
73697,1318,1,2,67693520,4,584656,469161,0x6649a68AE781b9F51D50DE2e9f609db2AFDaaE51
73698,1318,9,1,16886161,1,108945,0,0x6649a68AE781b9F51D50DE2e9f609db2AFDaaE51
73699,1319,1,1,67263218,4,154354,469161,0x6649a68AE781b9F51D50DE2e9f609db2AFDaaE51
73700,1319,2,2,17348079,1,570863,0,0x6649a68AE781b9F51D50DE2e9f609db2AFDaaE51
73701,1319,9,1,17173645,1,396429,0,0x6649a68AE781b9F51D50DE2e9f609db2AFDaaE51
73702,1320,1,1,17525228,1,748012,0,0x630198F7a7bA302dCB3595a82F60930d83747EF7
73703,1320,1,3,67722654,4,613790,469082,0x630198F7a7bA302dCB3595a82F60930d83747EF7
73704,1320,9,1,34316199,2,761767,0,0x630198F7a7bA302dCB3595a82F60930d83747EF7
73705,1321,9,2,67581267,4,472403,469082,0x630198F7a7bA302dCB3595a82F60930d83747EF7
73706,1321,9,2,33790640,2,236208,0,0x630198F7a7bA302dCB3595a82F60930d83747EF7
73707,1321,9,1,34478985,2,924553,0,0x630198F7a7bA302dCB3595a82F60930d83747EF7
73708,1322,10,3,67947795,4,838931,469082,0x630198F7a7bA302dCB3595a82F60930d83747EF7
73709,1322,10,1,16920879,1,143663,0,0x630198F7a7bA302dCB3595a82F60930d83747EF7
73710,1322,1,1,16863465,1,86249,0,0x630198F7a7bA302dCB3595a82F60930d83747EF7
73711,1323,10,1,67852112,4,743248,469082,0x630198F7a7bA302dCB3595a82F60930d83747EF7
73712,1323,2,2,17629732,1,852516,0,0x630198F7a7bA302dCB3595a82F60930d83747EF7
73713,1323,9,1,17272361,1,495145,0,0x630198F7a7bA302dCB3595a82F60930d83747EF7
73714,1324,9,2,17226551,1,449335,0,0x630198F7a7bA302dCB3595a82F60930d83747EF7
73715,1324,9,1,34035476,2,481044,0,0x630198F7a7bA302dCB3595a82F60930d83747EF7
73716,1324,2,1,67452971,4,344107,469082,0x630198F7a7bA302dCB3595a82F60930d83747EF7
73717,1324,1,1,50477731,3,146083,0,0x630198F7a7bA302dCB3595a82F60930d83747EF7
73718,1325,1,2,68027058,4,918194,469082,0x630198F7a7bA302dCB3595a82F60930d83747EF7
73719,1325,1,1,34390454,2,836022,0,0x630198F7a7bA302dCB3595a82F60930d83747EF7
73720,1325,10,1,33841061,2,286629,0,0x630198F7a7bA302dCB3595a82F60930d83747EF7
73721,1326,1,2,17355052,1,577836,0,0x630198F7a7bA302dCB3595a82F60930d83747EF7
73722,1326,1,1,67662614,4,553750,469082,0x630198F7a7bA302dCB3595a82F60930d83747EF7
73723,1326,2,1,17602439,1,825223,0,0x630198F7a7bA302dCB3595a82F60930d83747EF7
73724,1327,10,2,67684955,4,576091,469082,0x630198F7a7bA302dCB3595a82F60930d83747EF7
73725,1327,10,1,50522958,3,191310,0,0x630198F7a7bA302dCB3595a82F60930d83747EF7
73726,1327,1,1,33985787,2,431355,0,0x630198F7a7bA302dCB3595a82F60930d83747EF7
73727,1328,10,1,33684946,2,130514,0,0x630198F7a7bA302dCB3595a82F60930d83747EF7
73728,1328,10,2,67650853,4,541989,469082,0x630198F7a7bA302dCB3595a82F60930d83747EF7
73729,1328,2,1,17278551,1,501335,0,0x630198F7a7bA302dCB3595a82F60930d83747EF7
73730,1329,1,1,16933657,1,156441,0,0x630198F7a7bA302dCB3595a82F60930d83747EF7
73731,1329,2,2,67875633,4,766769,469082,0x630198F7a7bA302dCB3595a82F60930d83747EF7
73732,1329,1,1,33837047,2,282615,0,0x630198F7a7bA302dCB3595a82F60930d83747EF7
73733,1330,9,1,67191468,4,82604,469082,0x630198F7a7bA302dCB3595a82F60930d83747EF7
73734,1330,10,2,17449297,1,672081,0,0x630198F7a7bA302dCB3595a82F60930d83747EF7
73735,1330,2,1,51189579,3,857931,0,0x630198F7a7bA302dCB3595a82F60930d83747EF7
73736,1331,10,1,17310446,1,533230,0,0x7F3B29C4c425B9f040e1D7ee29e6B86E5FEc393A
73737,1331,2,2,67174336,4,65472,469017,0x7F3B29C4c425B9f040e1D7ee29e6B86E5FEc393A
73738,1331,9,1,17026074,1,248858,0,0x7F3B29C4c425B9f040e1D7ee29e6B86E5FEc393A
73739,1332,1,2,17033052,1,255836,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73740,1332,9,1,67754263,4,645399,468239,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73741,1332,9,1,34262121,2,707689,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73742,1333,1,2,67485181,4,376317,468239,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73743,1333,9,1,17027965,1,250749,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73744,1333,9,1,17725470,1,948254,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73745,1334,10,1,34042152,2,487720,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73746,1334,10,2,67911106,4,802242,468239,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73747,1334,10,1,17310557,1,533341,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73748,1335,9,2,67739636,4,630772,468239,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73749,1335,10,1,16838306,1,61090,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73750,1335,9,1,17447421,1,670205,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73751,1336,9,1,34507334,2,952902,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73752,1336,2,2,16900798,1,123582,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73753,1336,2,1,67177412,4,68548,468239,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73754,1336,1,1,16977658,1,200442,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73755,1337,9,2,67174134,4,65270,468239,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73756,1337,9,1,16845988,1,68772,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73757,1337,2,1,34542230,2,987798,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73758,1338,1,2,17603364,1,826148,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73759,1338,1,1,67437593,4,328729,468239,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73760,1338,10,1,34069281,2,514849,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73761,1339,2,1,68009451,4,900587,468239,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73762,1339,1,2,17329700,1,552484,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73763,1339,1,1,34344225,2,789793,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73764,1340,2,2,67227244,4,118380,468239,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73765,1340,2,1,33779536,2,225104,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73766,1340,9,1,17313536,1,536320,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73767,1341,10,1,17132374,1,355158,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73768,1341,2,2,67492316,4,383452,468239,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73769,1341,10,1,17516075,1,738859,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73770,1342,1,1,17166480,1,389264,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73771,1342,10,2,68061466,4,952602,468239,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73772,1342,9,1,34103068,2,548636,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73773,1343,9,2,17148586,1,371370,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73774,1343,9,1,67421015,4,312151,468141,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73775,1343,1,1,16859323,1,82107,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73776,1344,1,2,50730362,3,398714,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73777,1344,1,1,67434171,4,325307,468141,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73778,1344,9,1,34454032,2,899600,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73779,1345,2,2,67776506,4,667642,468141,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73780,1345,1,1,17234322,1,457106,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73781,1345,10,1,34514487,2,960055,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73782,1346,2,1,17105062,1,327846,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73783,1346,1,2,67592432,4,483568,468141,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73784,1346,9,1,34368144,2,813712,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73785,1347,1,1,67409404,4,300540,468141,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73786,1347,9,2,17212687,1,435471,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73787,1347,2,1,16784423,1,7207,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73788,1347,1,1,17518754,1,741538,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73789,1348,9,2,33768768,2,214336,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73790,1348,1,1,67502382,4,393518,468141,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73791,1348,2,1,17265190,1,487974,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73792,1349,1,1,67743326,4,634462,468141,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73793,1349,10,2,33594224,2,39792,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73794,1349,9,1,17491547,1,714331,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73795,1350,1,2,33695682,2,141250,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73796,1350,9,1,67680700,4,571836,468141,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73797,1350,2,1,17199709,1,422493,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73798,1351,9,1,33871902,2,317470,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73799,1351,9,2,67962093,4,853229,468141,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73800,1351,9,1,33688891,2,134459,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73801,1352,2,1,17548828,1,771612,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73802,1352,9,2,67729819,4,620955,468141,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73803,1352,1,1,34327603,2,773171,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73804,1353,2,1,67506616,4,397752,468141,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73805,1353,2,2,33790070,2,235638,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73806,1353,10,1,17643942,1,866726,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73807,1354,10,2,17179181,1,401965,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73808,1354,1,1,67629680,4,520816,468091,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73809,1354,10,1,34520283,2,965851,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73810,1355,2,1,33725829,2,171397,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73811,1355,9,2,68072450,4,963586,468091,0x5269BF8720946b5c38FBf361a947bA9D30C91313
73812,1355,10,1,34524738,2,970306,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
